"i","asc1","desc1","p"
1,0.0299068491420121,0.0323229320916072,-61.7440328103375
2,0.047693631651123,0.00877767287027467,-61.8041294974413
3,0.051086899733551,0.0355777616154217,-62.7623116800845
4,0.0325973366066628,0.0164721426160861,-62.1749944166158
5,0.0355381233281809,0.0238722915930515,-61.6083509090658
6,0.0547752837634538,0.0152185577464015,-61.5773476739551
7,0.0318961764504882,0.0318234048657521,-61.7005519561613
8,0.0493591478454127,0.00756772035238468,-61.8146119054105
9,0.0553957961295278,0.0129600740091513,-61.5334646798215
10,0.0482768231394863,0.0520294144950614,-64.2561226978734
11,0.0399556731542438,0.034905927103875,-61.9668988520434
12,0.0230208132408404,0.0417079854407734,-62.0651809702538
13,0.0190485469563068,0.0519884737632747,-62.4442742799794
14,0.0248967723303983,0.0296479051218881,-62.056647746273
15,0.0302493980854291,0.0315802901499644,-61.7300023223746
16,0.048496675321033,0.0201749464253798,-61.6116978694065
17,0.0142583536437961,0.0218975932666261,-65.3068881015113
18,0.017609749464819,0.0424654854822962,-62.3968032983798
19,0.0201994742026182,0.0523593001146683,-62.4454325556249
20,0.0226522227823223,0.0344114795817942,-62.1065363348302
21,0.0406166434482713,0.0238949775325566,-61.5595143571227
22,0.0296806544716863,0.0285854381620082,-61.7621059755391
23,0.0270241403941384,0.042922424144068,-62.0407823827804
24,0.0282130078296208,0.0346114573091643,-61.8097432516159
25,0.0244711711783746,0.0383096438856144,-61.9696429694141
26,0.0305127928775547,0.0318444679667688,-61.7254506605672
27,0.039511479868876,0.0119950621901557,-62.045128386534
28,0.0662895171585375,0.0104580357703826,-62.016361515079
29,0.0600995769182095,0.004758723406054,-61.9253528339921
30,0.054390660844655,0.0118746418149531,-61.5174345174013
31,0.0541150083158568,0.0374729270698357,-63.22506235397
32,0.0287034493636106,0.0277846142387933,-61.8304908425938
33,0.0609188419953039,0.0092247280523131,-61.6763458261101
34,0.054932101729652,0.0262102998216183,-62.2429988439744
35,0.0567361668641021,0.013556108325577,-61.5684587633271
36,0.0457999897052636,0.0163785395093197,-61.5507575323309
37,0.0472422521130769,0.0321235673386506,-62.1848574298617
38,0.0407497889277032,0.0426704510990223,-62.5832444568747
39,0.0298985829213094,0.0357611117666967,-61.8003408579414
40,0.0297666009913562,0.0441466075638524,-62.1404674297734
41,0.0225249021408886,0.0318110649957572,-62.2002238633038
42,0.0211239718862329,0.0420784808098245,-62.1506713262858
43,0.0420208578357457,0.00956104149086247,-62.1270404031716
44,0.0337702429848811,0.0395426021663782,-61.9989654291678
45,0.0274460921983992,0.0493084511166244,-62.3818830233956
46,0.0135660496747139,0.054685071430245,-62.7358472589181
47,0.0133073762654228,0.055668948161586,-62.7697511793765
48,0.00345240337761222,0.0874108080985927,-64.7161813818131
49,0.0120263898855135,0.0824293711994972,-64.2015351041047
50,0.0156897410703773,0.0815077381090436,-64.3609526660564
51,0.00203857619164666,0.0536409159946709,-65.5882587617357
52,0.0228655343469413,0.0530714142211286,-62.497409999205
53,0.0273749137242722,0.0375266894026655,-61.8739354822292
54,0.0302324035149726,0.0352017960998648,-61.7841516585354
55,0.0400179889676149,0.0239705544957849,-61.5577589302644
56,0.0454094305695762,0.0430492600197017,-62.9851102749901
57,0.0193907031917623,0.0253278153087714,-63.1828602036668
58,0.0589861785310318,0.0147709890843237,-61.675580217383
59,0.0759235670276553,0.0215352235033838,-63.6173779361804
60,0.03788015912369,0.0204939047315479,-61.6046767382353
61,0.0503283265166401,0.00427775711986376,-62.1738953517554
62,0.0676982702394916,0.0158726481141781,-62.2895340536281
63,0.0672398876391245,0.00971163543760398,-62.1092245650176
64,0.0463206720945591,0.0252261777919028,-61.7289502103949
65,0.0235492821583661,0.0439912516344309,-62.1019870846868
66,0.0267840664588007,0.0428735387583593,-62.0382553947628
67,0.014990894358711,0.0430037346036643,-62.6704500319286
68,0.0154356640737933,0.0519054725590104,-62.5751016486264
69,0.0454979694895728,0.0450813992610586,-63.196406878166
70,0.0163670231428546,0.0426198755363756,-62.5179984271419
71,0.0157383625660199,0.063094121379859,-62.9937119813583
72,0.0143409780140698,0.0604090377542819,-62.8717623748472
73,0.0182957641152146,0.0435894907073868,-62.3302096624887
74,0.0303325907919028,0.0360103912546712,-61.8039905660389
75,0.031830153328728,0.0477857075897069,-62.4545279161441
76,0.0153590861526499,0.0356099745031695,-63.0014326425132
77,0.0165484265486833,0.0702567741659071,-63.4894582839265
78,0.0267824202990071,0.0710699599701319,-64.289146143415
79,0.00561807484153142,0.0635034676677101,-63.5906166066467
80,0.00458874914140911,0.0630283078029529,-63.789262062374
81,0.0204452379841292,0.0659411310406179,-63.3324993207621
82,0.0233340323289087,0.0561594330818511,-62.7042084931608
83,0.0250476413858923,0.0608117831678967,-63.1427252283456
84,0.0197271339986717,0.0363843017945742,-62.3275783302421
85,0.034593119705303,0.0193799727078269,-61.7922923763184
86,0.03880018320235,0.027679993291202,-61.6167192765926
87,0.031847795471501,0.0128744073130479,-62.7431863501247
88,0.0491423689405344,0.0146926393028067,-61.5373814743116
89,0.0656982418612121,0.0153826831295176,-62.0933016734176
90,0.0345645959799906,0.0383878095940889,-61.9606867787982
91,0.0273373168551891,0.027198420407236,-61.9438958129489
92,0.0601893956345288,0.0140831845208107,-61.6975837402353
93,0.0513275304663356,0.0157492975632219,-61.5476991224489
94,0.0402730484598671,0.020341012305562,-61.5576236398576
95,0.0458442681660583,0.00488940462630645,-62.4763852424266
96,0.0492957441415736,0.011114792200571,-61.5995574907308
97,0.0375445821536307,0.0201344466192642,-61.624521172863
98,0.0392023203711493,0.0168101042302192,-61.6926030052162
99,0.0408087786994939,0.0210171616573359,-61.5465008152619
100,0.0244266025183413,0.0218518413792925,-62.6531626926849
1,0.0344720372122857,0.0144437861073365,-56.1673953312617
2,0.0214128540544525,0.0281294552698133,-56.6177288647901
3,0.019121531860731,0.0281255909850063,-56.8221118631281
4,0.0191193061824982,0.0378753043772096,-57.1749419913925
5,0.0187710159753515,0.0265858396281738,-56.8612954063817
6,0.0267520367410975,0.0249790260234075,-56.2959639483222
7,0.0344913831153426,0.0251011055154931,-56.3998693396337
8,0.0340017369475071,0.0242617967862684,-56.3302973185449
9,0.0478574294465328,0.0230851537196996,-57.1691732323811
10,0.0547242958795131,0.0142050127440743,-56.9293229924582
11,0.0547663201078078,0.00278965613396215,-57.1393305672096
12,0.044173855525231,0.0333652781991933,-57.9420895855648
13,0.0280168821410841,0.00937012871120862,-57.1809398054671
14,0.0503864559757369,0.0146003590116586,-56.6769370505804
15,0.026691640126763,0.0187119057082213,-56.2724810496933
16,0.0479604754705155,0.0117290159504346,-56.4474252658657
17,0.0289499061438209,0.0326631901901653,-56.752250278102
18,0.0193576074662873,0.0365360736968126,-57.0853870830834
19,0.0289579577209513,0.0111244865659891,-56.736618652101
20,0.0538596003638338,0.0277256700515578,-58.3199588253888
21,0.0398601065413268,0.0263805532981764,-56.8076770923316
22,0.0486077537165542,0.0140454307300858,-56.5482584408024
23,0.0582890574773509,0.0092387033865073,-56.9123664926669
24,0.0582464475518277,0.0281413957810296,-58.8850520648731
25,0.0223028344277868,0.0266149493576397,-56.5255737817321
26,0.0313416257202403,0.0276441359497759,-56.4542974360204
27,0.0257131484520151,0.0195412816128687,-56.3100313016344
28,0.0401951651410664,0.0198968190655654,-56.3657795560548
29,0.0405837070505241,0.0206723833767194,-56.4299474976265
30,0.0469605552021408,0.0187598475355372,-56.7260123781111
31,0.0221084123659547,0.0174631363354574,-56.7615273073735
32,0.0249410518170455,0.0508136668639932,-58.4146011912195
33,0.028389349166212,0.0197164820190827,-56.1805516739304
34,0.0275570431123675,0.0372810237892541,-57.1046405494207
35,0.0299523342639288,0.0178725657712693,-56.1544669685905
36,0.0293921407558851,0.0198347829807148,-56.1531804469551
37,0.0213368280335,0.050431573907483,-58.2108946245309
38,0.0190454693213801,0.035950503733629,-57.0729967640022
39,0.0225949651524266,0.0247342887625349,-56.4820362757383
40,0.0320694256423857,0.0182485338773739,-56.1152866263478
41,0.0302199671249032,0.0187185265502029,-56.1382583950307
42,0.0300037200810876,0.0185691117507463,-56.144059633561
43,0.0301953326266425,0.0163645524017233,-56.1869905079914
44,0.0339810452596029,0.0293324145284711,-56.6899151362968
45,0.0161680790545478,0.0322865196940807,-57.2427142815505
46,0.039120050169222,0.0130960677637845,-56.2164422372276
47,0.0406487895947274,0.0126447100923495,-56.2481371433373
48,0.0373142455357564,0.0180701968010829,-56.1777701062546
49,0.0340114790353147,0.0225411536561112,-56.2411982672848
50,0.0310299028454378,0.0227674135873101,-56.197229784646
51,0.0441855455128943,0.0060914458886423,-56.7298598863089
52,0.0242066538124531,0.0417426631396806,-57.4190002487674
53,0.0220113953405917,0.0560381122110502,-58.8684813400381
54,0.0217149922768835,0.0111167147079525,-57.7619706099546
55,0.0567512612769326,0.0117734794623748,-56.90820358387
56,0.0217043764255572,0.0345368534835776,-56.8690728778337
57,0.0218581102082842,0.0633593071871211,-59.7731906564836
58,0.0231280558407523,0.0677378576815487,-60.4686343977053
59,0.019148090618372,0.042296799114631,-57.469778529751
60,0.024621313386781,0.0500175600141577,-58.3041080851305
61,0.0131442029980588,0.033554638102527,-57.8015011758779
62,0.0463043833251489,0.0546950597216265,-61.2832139849774
63,0.00611561402574377,0.0332914654470956,-60.6921487301536
64,0.0290563692364877,0.0292228491042423,-56.5030720867459
65,0.0186284287683151,0.0228976987424237,-56.9610455354281
66,0.0297875987178193,0.0369051768354691,-57.1651464725265
67,0.0219340059658979,0.018291426572664,-56.7234841629773
68,0.0517807262422219,0.024302992931655,-57.6767029265192
69,0.015354599221191,0.0219968503161889,-57.6862328897786
70,0.0417724533596493,0.0141539425790185,-56.2599803394862
71,0.0225311949842231,0.0133416037757419,-57.1748500542051
72,0.0131698381642108,0.0657025952434828,-59.6723073247286
73,0.0144655499196069,0.0565466593153113,-58.7761612186957
74,0.0296671011080713,0.057870506726674,-59.7102896219176
75,0.0129485355295115,0.0252440091764411,-58.1253736847351
76,0.0128659764758878,0.0518841623296262,-58.4863833750494
77,0.0162747892737081,0.0386098461014553,-57.4242090741303
78,0.0298113440449071,0.0311451618972372,-56.6593007968788
79,0.0358392869519567,0.0190036390004709,-56.1608047745283
80,0.0385565549442575,0.0256871612863868,-56.659193532638
81,0.0376188669493114,0.0364464556076817,-57.6708230197492
82,0.0114877925447647,0.0358636664342949,-58.1806555791471
83,0.037163051838306,0.0363865007438438,-57.6238462386919
84,0.011943042130465,0.024219788313817,-58.5557823034158
85,0.0159842133938904,0.0413153563215521,-57.5823689520893
86,0.0351727410439274,0.00270226090660355,-58.8737708578434
87,0.0496763233221134,0.00783606361685887,-56.5249762303163
88,0.0468471006419525,0.00475390054615497,-56.854440593289
89,0.0601468296421906,0.0155312595036492,-57.4918527488104
90,0.0717841072469479,0.00860752628824449,-58.5912319089361
91,0.0227703901762421,0.0204384259506026,-56.5206294713218
92,0.0380443667407427,0.014215285600734,-56.1783064121611
93,0.0448315540414143,0.0065943917776927,-56.6418018609943
94,0.041857326222407,0.0337551107344678,-57.752132921061
95,0.0429325782772876,0.0363433369558889,-58.1818039302348
96,0.030405709476356,0.00571646254969597,-58.0370019944563
97,0.041915808267291,0.0129437985587556,-56.2674294499326
98,0.0443395784375658,0.0101274414255733,-56.3760380380152
99,0.0525157424842291,0.00781939696039182,-56.5920545071862
100,0.0539210565240812,0.00961337304676771,-56.6499467176014
